Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
F6PNA7	unreviewed	F6PNA7_ORNAN	Chemokine interleukin-8-like domain-containing protein	CCL20	Ornithorhynchus anatinus (Duckbill platypus)	103
F6QHU4	unreviewed	F6QHU4_HORSE	C-X-C motif chemokine	CXCL11	Equus caballus (Horse)	94
F6R5P4	unreviewed	F6R5P4_MOUSE	C-C motif chemokine	Ccl17	Mus musculus (Mouse)	103
F6R8V8	unreviewed	F6R8V8_HORSE	C-X-C motif chemokine	MIP-2BETA	Equus caballus (Horse)	109
F6RMK1	unreviewed	F6RMK1_HORSE	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	LOC100630489	Equus caballus (Horse)	111
F6S9Z1	unreviewed	F6S9Z1_HORSE	C-X-C motif chemokine	CXCL6	Equus caballus (Horse)	113
F6SEM3	unreviewed	F6SEM3_CALJA	Stromal cell-derived factor 1 (C-X-C motif chemokine 12) (Pre-B cell growth-stimulating factor)	CXCL12	Callithrix jacchus (White-tufted-ear marmoset)	119
F6TC33	unreviewed	F6TC33_HORSE	C-C motif chemokine		Equus caballus (Horse)	95
F6TJI5	unreviewed	F6TJI5_MONDO	C-C motif chemokine	LOC100017328	Monodelphis domestica (Gray short-tailed opossum)	95
F6TJJ4	unreviewed	F6TJJ4_MONDO	C-C motif chemokine	LOC100017283	Monodelphis domestica (Gray short-tailed opossum)	91
F6WJ19	unreviewed	F6WJ19_CALJA	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	PF4	Callithrix jacchus (White-tufted-ear marmoset)	102
F6YD73	unreviewed	F6YD73_HORSE	C-C motif chemokine	LOC100071714	Equus caballus (Horse)	99
F7A481	unreviewed	F7A481_ORNAN	Chemokine interleukin-8-like domain-containing protein	LOC100083475	Ornithorhynchus anatinus (Duckbill platypus)	120
F7A5X1	unreviewed	F7A5X1_MONDO	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Monodelphis domestica (Gray short-tailed opossum)	99
F7AWK0	unreviewed	F7AWK0_MONDO	C-X-C motif chemokine	LOC100618318	Monodelphis domestica (Gray short-tailed opossum)	110
F7B281	unreviewed	F7B281_ORNAN	C-C motif chemokine		Ornithorhynchus anatinus (Duckbill platypus)	71
F7B2K3	unreviewed	F7B2K3_ORNAN	C-C motif chemokine		Ornithorhynchus anatinus (Duckbill platypus)	108
F7B668	unreviewed	F7B668_XENTR	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	cxcl12	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	109
F7BJR8	unreviewed	F7BJR8_MONDO	C-C motif chemokine	LOC100022317	Monodelphis domestica (Gray short-tailed opossum)	99
F7BK23	unreviewed	F7BK23_MONDO	C-C motif chemokine	LOC103093843	Monodelphis domestica (Gray short-tailed opossum)	105
F7CSR8	unreviewed	F7CSR8_CALJA	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	LOC100402310	Callithrix jacchus (White-tufted-ear marmoset)	102
F7DTD1	unreviewed	F7DTD1_CALJA	C-C motif chemokine	CCL14 CCL16	Callithrix jacchus (White-tufted-ear marmoset)	93
F7DYQ8	unreviewed	F7DYQ8_HORSE	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Equus caballus (Horse)	93
F7EQQ1	unreviewed	F7EQQ1_ORNAN	C-X-C motif chemokine	LOC100080367	Ornithorhynchus anatinus (Duckbill platypus)	118
F7EQX0	unreviewed	F7EQX0_ORNAN	C-X-C motif chemokine	LOC103170567	Ornithorhynchus anatinus (Duckbill platypus)	102
F7EV74	unreviewed	F7EV74_MONDO	C-C motif chemokine	LOC100017328	Monodelphis domestica (Gray short-tailed opossum)	91
F7EY20	unreviewed	F7EY20_RAT	Chemokine (C-X-C motif) ligand 7, isoform CRA_b	Ppbp Cxcl7 rCG_60428	Rattus norvegicus (Rat)	111
F7F4F5	unreviewed	F7F4F5_ORNAN	Chemokine interleukin-8-like domain-containing protein		Ornithorhynchus anatinus (Duckbill platypus)	107
F7F977	unreviewed	F7F977_MONDO	C-C motif chemokine	LOC100017328	Monodelphis domestica (Gray short-tailed opossum)	91
F7F990	unreviewed	F7F990_MONDO	C-C motif chemokine		Monodelphis domestica (Gray short-tailed opossum)	95
F7FU65	unreviewed	F7FU65_ORNAN	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Ornithorhynchus anatinus (Duckbill platypus)	99
F7GC54	unreviewed	F7GC54_ORNAN	C-C motif chemokine	LOC100089603	Ornithorhynchus anatinus (Duckbill platypus)	98
F7HYY2	unreviewed	F7HYY2_CALJA	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Callithrix jacchus (White-tufted-ear marmoset)	115
F7HZS0	unreviewed	F7HZS0_CALJA	C-X-C motif chemokine	CXCL11	Callithrix jacchus (White-tufted-ear marmoset)	95
F7I909	unreviewed	F7I909_CALJA	C-C motif chemokine	CCL2 CCL11	Callithrix jacchus (White-tufted-ear marmoset)	97
F8WHA7	unreviewed	F8WHA7_MOUSE	C-C motif chemokine	Ccl20	Mus musculus (Mouse)	102
G1LGR6	unreviewed	G1LGR6_AILME	C-C motif chemokine	CCL1	Ailuropoda melanoleuca (Giant panda)	95
G1LK30	unreviewed	G1LK30_AILME	C-C motif chemokine	CCL19	Ailuropoda melanoleuca (Giant panda)	100
G1M6Y0	unreviewed	G1M6Y0_AILME	C-X-C motif chemokine		Ailuropoda melanoleuca (Giant panda)	94
G1M8M4	unreviewed	G1M8M4_AILME	C-C motif chemokine ligand 16	CCL16	Ailuropoda melanoleuca (Giant panda)	115
G1MSH5	unreviewed	G1MSH5_MELGA	Chemokine interleukin-8-like domain-containing protein	LOC100545035	Meleagris gallopavo (Wild turkey)	89
G1MSI4	unreviewed	G1MSI4_MELGA	C-C motif chemokine		Meleagris gallopavo (Wild turkey)	97
G1MYM5	unreviewed	G1MYM5_MELGA	Chemokine interleukin-8-like domain-containing protein		Meleagris gallopavo (Wild turkey)	76
G1N2K2	unreviewed	G1N2K2_MELGA	C-C motif chemokine	CCL20	Meleagris gallopavo (Wild turkey)	100
G1NCT3	unreviewed	G1NCT3_MELGA	C-X-C motif chemokine	LOC100546187	Meleagris gallopavo (Wild turkey)	104
G1NNG1	unreviewed	G1NNG1_MELGA	Chemokine interleukin-8-like domain-containing protein	LOC100541131	Meleagris gallopavo (Wild turkey)	97
G1QKX2	unreviewed	G1QKX2_NOMLE	C-C motif chemokine 25 (Chemokine TECK) (Small-inducible cytokine A25) (Thymus-expressed chemokine)	CCL25	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	85
G1QLD2	unreviewed	G1QLD2_NOMLE	C-C motif chemokine	CCL7	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	99
G1QLH5	unreviewed	G1QLH5_NOMLE	C-C motif chemokine	CCL13	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	98
G1QLJ5	unreviewed	G1QLJ5_NOMLE	C-C motif chemokine	CCL1	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	96
G1QRA8	unreviewed	G1QRA8_NOMLE	C-C motif chemokine	CCL17	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	94
G1QRB3	unreviewed	G1QRB3_NOMLE	C-C motif chemokine		Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	79
G1QXY6	unreviewed	G1QXY6_NOMLE	Chemokine interleukin-8-like domain-containing protein	CCL19	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	92
G1R8X2	unreviewed	G1R8X2_NOMLE	C-X-C motif chemokine	CXCL6	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	114
G1R8X3	unreviewed	G1R8X3_NOMLE	C-X-C motif chemokine	PF4V1	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	101
G1R8X4	unreviewed	G1R8X4_NOMLE	C-X-C motif chemokine		Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	88
G1R8Y0	unreviewed	G1R8Y0_NOMLE	C-X-C motif chemokine	CXCL5	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	114
G1R8Y5	unreviewed	G1R8Y5_NOMLE	C-X-C motif chemokine	CXCL3	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	107
G1R8Y7	unreviewed	G1R8Y7_NOMLE	C-X-C motif chemokine	CXCL2	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	106
G1RA03	unreviewed	G1RA03_NOMLE	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	111
G1RJ21	unreviewed	G1RJ21_NOMLE	G protein-coupled receptor 15 ligand	GPR15LG	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	81
G1RVI7	unreviewed	G1RVI7_NOMLE	C-C motif chemokine	CCL14	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	109
G1RVJ4	unreviewed	G1RVJ4_NOMLE	C-C motif chemokine	CCL15	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	113
G1RVK9	unreviewed	G1RVK9_NOMLE	C-C motif chemokine	CCL18	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	89
G1RVP2	unreviewed	G1RVP2_NOMLE	C-C motif chemokine	LOC100602721	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	92
G1SCU3	unreviewed	G1SCU3_RABIT	Chemokine interleukin-8-like domain-containing protein	CCL24	Oryctolagus cuniculus (Rabbit)	113
G1SDU7	unreviewed	G1SDU7_RABIT	C-C motif chemokine		Oryctolagus cuniculus (Rabbit)	104
G1SE89	unreviewed	G1SE89_RABIT	C-C motif chemokine	CCL20	Oryctolagus cuniculus (Rabbit)	96
G1SFK8	unreviewed	G1SFK8_RABIT	C-C motif chemokine	CCL19	Oryctolagus cuniculus (Rabbit)	102
G1T230	unreviewed	G1T230_RABIT	C-X-C motif chemokine	CXCL5	Oryctolagus cuniculus (Rabbit)	112
G1T5C3	unreviewed	G1T5C3_RABIT	C-C motif chemokine		Oryctolagus cuniculus (Rabbit)	95
G1T9I5	unreviewed	G1T9I5_RABIT	C-C motif chemokine	CCL22	Oryctolagus cuniculus (Rabbit)	93
G1TES9	unreviewed	G1TES9_RABIT	Chemokine interleukin-8-like domain-containing protein	LOC100008921	Oryctolagus cuniculus (Rabbit)	104
G1TET1	unreviewed	G1TET1_RABIT	C-X-C motif chemokine		Oryctolagus cuniculus (Rabbit)	103
G1TN23	unreviewed	G1TN23_RABIT	Chemokine interleukin-8-like domain-containing protein		Oryctolagus cuniculus (Rabbit)	116
G1TNR8	unreviewed	G1TNR8_RABIT	C-C motif chemokine ligand 14	CCL14	Oryctolagus cuniculus (Rabbit)	94
G1TRQ1	unreviewed	G1TRQ1_RABIT	C-C motif chemokine	CCL4	Oryctolagus cuniculus (Rabbit)	92
G1U5Q6	unreviewed	G1U5Q6_RABIT	C-X-C motif chemokine	GRO-B	Oryctolagus cuniculus (Rabbit)	108
G2HG53	unreviewed	G2HG53_PANTR	Stromal cell-derived factor 1 (C-X-C motif chemokine 12) (Pre-B cell growth-stimulating factor)	CK820_G0048335	Pan troglodytes (Chimpanzee)	89

G3QHG8	unreviewed	G3QHG8_GORGO	C-C motif chemokine	CCL17	Gorilla gorilla gorilla (Western lowland gorilla)	94
G3QJ72	unreviewed	G3QJ72_GORGO	C-C motif chemokine		Gorilla gorilla gorilla (Western lowland gorilla)	108
G3QJ74	unreviewed	G3QJ74_GORGO	C-C motif chemokine		Gorilla gorilla gorilla (Western lowland gorilla)	113
G3QJG4	unreviewed	G3QJG4_GORGO	X-C motif chemokine ligand 2	LOC101143893	Gorilla gorilla gorilla (Western lowland gorilla)	114
G3QK30	unreviewed	G3QK30_GORGO	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)		Gorilla gorilla gorilla (Western lowland gorilla)	111
G3QLE9	unreviewed	G3QLE9_GORGO	C-X-C motif chemokine		Gorilla gorilla gorilla (Western lowland gorilla)	107
G3QT24	unreviewed	G3QT24_GORGO	C-C motif chemokine		Gorilla gorilla gorilla (Western lowland gorilla)	92
G3QVN6	unreviewed	G3QVN6_GORGO	C-C motif chemokine	CCL3L3	Gorilla gorilla gorilla (Western lowland gorilla)	93
G3R063	unreviewed	G3R063_GORGO	C-X-C motif chemokine		Gorilla gorilla gorilla (Western lowland gorilla)	103
G3R869	unreviewed	G3R869_GORGO	C-C motif chemokine		Gorilla gorilla gorilla (Western lowland gorilla)	89
G3R9V7	unreviewed	G3R9V7_GORGO	G protein-coupled receptor 15 ligand	GPR15LG	Gorilla gorilla gorilla (Western lowland gorilla)	81
G3RVN7	unreviewed	G3RVN7_GORGO	Chemokine interleukin-8-like domain-containing protein		Gorilla gorilla gorilla (Western lowland gorilla)	64
G3S3G7	unreviewed	G3S3G7_GORGO	C-C motif chemokine	CCL20	Gorilla gorilla gorilla (Western lowland gorilla)	96
G3S3R3	unreviewed	G3S3R3_GORGO	C-X-C motif chemokine		Gorilla gorilla gorilla (Western lowland gorilla)	107
G3SA05	unreviewed	G3SA05_GORGO	C-X-C motif chemokine		Gorilla gorilla gorilla (Western lowland gorilla)	104
G3SA76	unreviewed	G3SA76_GORGO	C-C motif chemokine		Gorilla gorilla gorilla (Western lowland gorilla)	93
G3SBK7	unreviewed	G3SBK7_GORGO	Chemokine interleukin-8-like domain-containing protein		Gorilla gorilla gorilla (Western lowland gorilla)	112
G3SET6	unreviewed	G3SET6_GORGO	C-X-C motif chemokine		Gorilla gorilla gorilla (Western lowland gorilla)	107
G3SIZ2	unreviewed	G3SIZ2_GORGO	C-X-C motif chemokine		Gorilla gorilla gorilla (Western lowland gorilla)	114
G3SPV8	unreviewed	G3SPV8_LOXAF	C-C motif chemokine	CCL17	Loxodonta africana (African elephant)	103
G3SQC1	unreviewed	G3SQC1_LOXAF	C-C motif chemokine		Loxodonta africana (African elephant)	103
G3SUT3	unreviewed	G3SUT3_LOXAF	C-C motif chemokine	CCL2	Loxodonta africana (African elephant)	97
G3T244	unreviewed	G3T244_LOXAF	C-C motif chemokine		Loxodonta africana (African elephant)	108
G3T6U7	unreviewed	G3T6U7_LOXAF	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]		Loxodonta africana (African elephant)	108
G3T7D2	unreviewed	G3T7D2_LOXAF	Chemokine interleukin-8-like domain-containing protein		Loxodonta africana (African elephant)	92
G3T8B2	unreviewed	G3T8B2_LOXAF	C-C motif chemokine		Loxodonta africana (African elephant)	92
G3T9H3	unreviewed	G3T9H3_LOXAF	C-C motif chemokine ligand 24	CCL24	Loxodonta africana (African elephant)	119
G3TBM7	unreviewed	G3TBM7_LOXAF	C-C motif chemokine	CCL22	Loxodonta africana (African elephant)	92
G3TDB5	unreviewed	G3TDB5_LOXAF	C-C motif chemokine		Loxodonta africana (African elephant)	92
G3TGG2	unreviewed	G3TGG2_LOXAF	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Loxodonta africana (African elephant)	93
G3TGN0	unreviewed	G3TGN0_LOXAF	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Loxodonta africana (African elephant)	95
G3TKK7	unreviewed	G3TKK7_LOXAF	C-C motif chemokine		Loxodonta africana (African elephant)	91
G3TM71	unreviewed	G3TM71_LOXAF	C-C motif chemokine ligand 14	CCL14	Loxodonta africana (African elephant)	92
G3TMI2	unreviewed	G3TMI2_LOXAF	C-X-C motif chemokine		Loxodonta africana (African elephant)	111
G3TPA0	unreviewed	G3TPA0_LOXAF	C-C motif chemokine	CCL2	Loxodonta africana (African elephant)	93
G3TPL8	unreviewed	G3TPL8_LOXAF	Chemokine interleukin-8-like domain-containing protein		Loxodonta africana (African elephant)	110
G3TUH8	unreviewed	G3TUH8_LOXAF	C-C motif chemokine		Loxodonta africana (African elephant)	93
G3TX96	unreviewed	G3TX96_LOXAF	C-C motif chemokine		Loxodonta africana (African elephant)	92
G3U1A5	unreviewed	G3U1A5_LOXAF	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Loxodonta africana (African elephant)	98
G3U230	unreviewed	G3U230_LOXAF	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Loxodonta africana (African elephant)	100
G3U7A1	unreviewed	G3U7A1_LOXAF	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]		Loxodonta africana (African elephant)	94
G3UCR9	unreviewed	G3UCR9_LOXAF	C-C motif chemokine	CCL28	Loxodonta africana (African elephant)	106
G3UDQ5	unreviewed	G3UDQ5_LOXAF	C-X-C motif chemokine	PPBP	Loxodonta africana (African elephant)	115
G3UIZ2	unreviewed	G3UIZ2_LOXAF	C-C motif chemokine	CCL2	Loxodonta africana (African elephant)	75
G3ULG2	unreviewed	G3ULG2_LOXAF	C-X-C motif chemokine	CXCL11	Loxodonta africana (African elephant)	100
G3V6C6	unreviewed	G3V6C6_RAT	C-X-C motif chemokine	Cxcl1	Rattus norvegicus (Rat)	96
G3V7I1	unreviewed	G3V7I1_RAT	C-C motif chemokine	Ccl4	Rattus norvegicus (Rat)	92
G8EGP8	unreviewed	G8EGP8_PIG	C-X-C motif chemokine		Sus scrofa (Pig)	103
G8XRI1	unreviewed	G8XRI1_PIG	C-C motif chemokine	CCL8	Sus scrofa (Pig)	99
G8XRI2	unreviewed	G8XRI2_PIG	C-C motif chemokine	CCL11	Sus scrofa (Pig)	97
G8XRI3	unreviewed	G8XRI3_PIG	C-C motif chemokine	CCL14	Sus scrofa (Pig)	99
G8XRI4	unreviewed	G8XRI4_PIG	C-C motif chemokine	CCL17	Sus scrofa (Pig)	102
G8XRI5	unreviewed	G8XRI5_PIG	C-C motif chemokine 22 (Small-inducible cytokine A22)	CCL22	Sus scrofa (Pig)	93
H0V7J2	unreviewed	H0V7J2_CAVPO	C-C motif chemokine	CCL17	Cavia porcellus (Guinea pig)	101
H0VGB0	unreviewed	H0VGB0_CAVPO	C-C motif chemokine	CCL20	Cavia porcellus (Guinea pig)	96
H0VVA7	unreviewed	H0VVA7_CAVPO	C-X-C motif chemokine	CXCL6	Cavia porcellus (Guinea pig)	109
H0VX22	unreviewed	H0VX22_CAVPO	C-C motif chemokine		Cavia porcellus (Guinea pig)	93
H0W9Z0	unreviewed	H0W9Z0_CAVPO	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Cavia porcellus (Guinea pig)	99
H0YTH4	unreviewed	H0YTH4_TAEGU	Chemokine interleukin-8-like domain-containing protein	LOC100223328	Taeniopygia guttata (Zebra finch) (Poephila guttata)	95
H0YTH8	unreviewed	H0YTH8_TAEGU	Interleukin-8	LOC100222345	Taeniopygia guttata (Zebra finch) (Poephila guttata)	103
H0Z3L9	unreviewed	H0Z3L9_TAEGU	C-C motif chemokine 5-like	LOC115497720	Taeniopygia guttata (Zebra finch) (Poephila guttata)	91
H0ZJ81	unreviewed	H0ZJ81_TAEGU	C-C motif chemokine 3-like	LOC100229516	Taeniopygia guttata (Zebra finch) (Poephila guttata)	101
H2EP71	unreviewed	H2EP71_PIG	C-C motif chemokine	CCL17	Sus scrofa (Pig)	97
H2N4T9	unreviewed	H2N4T9_PONAB	XCL1 isoform 1	XCL1 CR201_G0044596	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	114
H2N4U0	unreviewed	H2N4U0_PONAB	XCL2 isoform 1	LOC100450406 CR201_G0044594	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	114
H2NAE6	unreviewed	H2NAE6_PONAB	C10orf99 isoform 1 (G protein-coupled receptor 15 ligand)	GPR15LG CR201_G0036539	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	81
H2NTB6	unreviewed	H2NTB6_PONAB	C-C motif chemokine	CCL7 CR201_G0033747	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	99
H2NTE8	unreviewed	H2NTE8_PONAB	C-C motif chemokine	CCL16 CR201_G0051838	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	120
H2NTF1	unreviewed	H2NTF1_PONAB	C-C motif chemokine	CCL18 CR201_G0051830	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	89
H2NTF3	unreviewed	H2NTF3_PONAB	C-C motif chemokine	LOC100439906	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	92
H2NVR2	unreviewed	H2NVR2_PONAB	C-C motif chemokine	LOC100460653 CR201_G0055601	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	93
H2NVR3	unreviewed	H2NVR3_PONAB	C-C motif chemokine	LOC100461018 CR201_G0055603	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	92
H2PDK5	unreviewed	H2PDK5_PONAB	C-X-C motif chemokine	CR201_G0024832	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	95
H2PDK6	unreviewed	H2PDK6_PONAB	C-X-C motif chemokine	CXCL6 CR201_G0024834	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	114
H2PDK7	unreviewed	H2PDK7_PONAB	C-X-C motif chemokine	PF4V1 CR201_G0024836	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	101
H2PDK8	unreviewed	H2PDK8_PONAB	C-X-C motif chemokine	CXCL1 CR201_G0024837	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	107
H2PDL1	unreviewed	H2PDL1_PONAB	C-X-C motif chemokine	CXCL5 CR201_G0024842	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	113
H2PDL2	unreviewed	H2PDL2_PONAB	C-X-C motif chemokine	CXCL3 CR201_G0024844	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	107
H2PRV7	unreviewed	H2PRV7_PONAB	C-C motif chemokine ligand 27 (CCL27 isoform 2)	CCL27 CR201_G0038967	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	112
H2Q266	unreviewed	H2Q266_PANTR	G protein-coupled receptor 15 ligand	GPR15LG	Pan troglodytes (Chimpanzee)	81
H2QCN3	unreviewed	H2QCN3_PANTR	C-C motif chemokine	CCL2	Pan troglodytes (Chimpanzee)	99
H2QCR0	unreviewed	H2QCR0_PANTR	C-C motif chemokine	CCL16	Pan troglodytes (Chimpanzee)	120
H2QCR1	unreviewed	H2QCR1_PANTR	C-C motif chemokine	CCL15	Pan troglodytes (Chimpanzee)	113
H2QPN3	unreviewed	H2QPN3_PANTR	C-X-C motif chemokine	CXCL6	Pan troglodytes (Chimpanzee)	114
H2QPN4	unreviewed	H2QPN4_PANTR	C-X-C motif chemokine	PF4V1	Pan troglodytes (Chimpanzee)	104
H2QPN5	unreviewed	H2QPN5_PANTR	C-X-C motif chemokine	CXCL1	Pan troglodytes (Chimpanzee)	107
H2QPN8	unreviewed	H2QPN8_PANTR	C-X-C motif chemokine	CXCL5	Pan troglodytes (Chimpanzee)	114
H2QPN9	unreviewed	H2QPN9_PANTR	C-X-C motif chemokine	CXCL3	Pan troglodytes (Chimpanzee)	107
H2QPP0	unreviewed	H2QPP0_PANTR	C-X-C motif chemokine	CXCL2	Pan troglodytes (Chimpanzee)	107
H2QRJ0	unreviewed	H2QRJ0_PANTR	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Pan troglodytes (Chimpanzee)	111
H2QUS5	unreviewed	H2QUS5_PANTR	C-C motif chemokine ligand 24	CCL24	Pan troglodytes (Chimpanzee)	119
H2QX70	unreviewed	H2QX70_PANTR	C-C motif chemokine ligand 27	CCL27	Pan troglodytes (Chimpanzee)	112
H2R2S1	unreviewed	H2R2S1_PANTR	C-C motif chemokine	CCL20	Pan troglodytes (Chimpanzee)	96
H2RAU7	unreviewed	H2RAU7_PANTR	C-C motif chemokine	CCL18	Pan troglodytes (Chimpanzee)	89
H2RD25	unreviewed	H2RD25_PANTR	C-C motif chemokine	CCL14	Pan troglodytes (Chimpanzee)	93
H2RDM0	unreviewed	H2RDM0_PANTR	C-C motif chemokine	CCL4	Pan troglodytes (Chimpanzee)	92
H2RGW8	unreviewed	H2RGW8_PANTR	C-C motif chemokine	CCL14	Pan troglodytes (Chimpanzee)	109
H9GHH5	unreviewed	H9GHH5_ANOCA	Chemokine interleukin-8-like domain-containing protein	LOC100563503	Anolis carolinensis (Green anole) (American chameleon)	100
H9H9Y8	unreviewed	H9H9Y8_NOMLE	Chemokine interleukin-8-like domain-containing protein	LOC100580385	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	114
I3K8Z1	unreviewed	I3K8Z1_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC109204576	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	89
J7I290	unreviewed	J7I290_RABIT	C-C motif chemokine ligand 7	CCL7	Oryctolagus cuniculus (Rabbit)	99
K7AJ01	unreviewed	K7AJ01_PANTR	C-X-C motif chemokine	CXCL3	Pan troglodytes (Chimpanzee)	107
K7AR94	unreviewed	K7AR94_PANTR	C-X-C motif chemokine	CXCL1	Pan troglodytes (Chimpanzee)	107
K7AV54	unreviewed	K7AV54_PANTR	C-X-C motif chemokine	PF4V1	Pan troglodytes (Chimpanzee)	104
K7B093	unreviewed	K7B093_PANTR	C-C motif chemokine	CCL7	Pan troglodytes (Chimpanzee)	109
K7B1E1	unreviewed	K7B1E1_PANTR	C-X-C motif chemokine	CXCL1	Pan troglodytes (Chimpanzee)	107
K7BMP3	unreviewed	K7BMP3_PANTR	C-X-C motif chemokine	CXCL1	Pan troglodytes (Chimpanzee)	107
K7BNQ0	unreviewed	K7BNQ0_PANTR	C-C motif chemokine	CCL2	Pan troglodytes (Chimpanzee)	99
K7C287	unreviewed	K7C287_PANTR	C-X-C motif chemokine	CXCL1	Pan troglodytes (Chimpanzee)	107
K7C883	unreviewed	K7C883_PANTR	C-X-C motif chemokine	CXCL3	Pan troglodytes (Chimpanzee)	107
K7CC53	unreviewed	K7CC53_PANTR	Stromal cell-derived factor 1 (C-X-C motif chemokine 12) (Pre-B cell growth-stimulating factor)	CXCL12	Pan troglodytes (Chimpanzee)	119
K7CRP5	unreviewed	K7CRP5_PANTR	C-X-C motif chemokine	PF4	Pan troglodytes (Chimpanzee)	104
K7CRX7	unreviewed	K7CRX7_PANTR	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	PF4V1	Pan troglodytes (Chimpanzee)	101
K7D409	unreviewed	K7D409_PANTR	C-C motif chemokine	CCL4L2 LOC455004	Pan troglodytes (Chimpanzee)	92
K7D4A1	unreviewed	K7D4A1_PANTR	C-X-C motif chemokine	CXCL3	Pan troglodytes (Chimpanzee)	107
